lemma,roleset_id,role,description
shop,shop.02,ARG0,Seller
shop,shop.02,ARG1,Thing Sold
shop,shop.02,ARG2,Buyer
shop,shop.02,ARG3,Price Paid
shop,shop.02,ARG4,Benefactive
shore_up,shore.01,ARG0,"agent, supporter"
shore_up,shore.01,ARG1,thing supported
short-circuit,short-circuit.01,ARG0,electrician
short-circuit,short-circuit.01,ARG1,"circuit, electrical appliance"
short,short.01,ARG0,stock broker
short,short.01,ARG1,stocks
short,short.02,ARG0,electrician
short,short.02,ARG1,"circuit, electrical appliance"
short,short.03,ARG0,giver of change
short,short.03,ARG1,receiver of change
short,short.03,ARG2,explicit mention of change
shorten,shorten.01,ARG0,causal agent
shorten,shorten.01,ARG1,thing becoming shorter
shorten,shorten.01,ARG2,EXT
shorten,shorten.01,ARG3,start point
shorten,shorten.01,ARG4,end point
shoulder,shoulder.01,ARG0,"carrier, agent"
shoulder,shoulder.01,ARG1,burden
shout,shout.01,ARG0,shouter
shout,shout.01,ARG1,utterance
shout,shout.01,ARG2,listener
shove,shove.01,ARG0,pusher
shove,shove.01,ARG1,thing pushed
shove,shove.01,ARG2,direction
show,show.01,ARG0,shower
show,show.01,ARG1,thing seen/shown
show,show.01,ARG2,seer
show_up,show.02,ARG1,"thing appearing, showing up"
shower,shower.01,ARG0,causer of things falling
shower,shower.01,ARG1,things falling
shower,shower.01,ARG2,falling on what
shred,shred.01,ARG0,shredder
shred,shred.01,ARG1,"thing shredded, whole"
shred,shred.01,ARG2,instrument
shred,shred.01,ARG3,pieces
shrink,shrink.01,ARG0,Agent
shrink,shrink.01,ARG1,"Logical subject, patient, thing falling"
shrink,shrink.01,ARG2,"EXT, amount fallen"
shrink,shrink.01,ARG3,Start point
shrink,shrink.01,ARG4,"End point, end state of arg1"
shrivel,shrivel.01,ARG0,causer of shrivelment
shrivel,shrivel.01,ARG1,thing shriveling
shrivel,shrivel.01,ARG2,EXT
shrivel,shrivel.01,ARG3,start point
shrivel,shrivel.01,ARG4,end point
shroud,shroud.01,ARG0,applier of cover
shroud,shroud.01,ARG1,thing covered
shroud,shroud.01,ARG2,covered with
shrug,shrug.01,ARG0,shrugger
shrug,shrug.01,ARG1,thing shrugged (defaults to shoulders)
shrug,shrug.01,ARG2,"shrugged at, because of"
shrug,shrug.03,ARG0,speaker
shrug,shrug.03,ARG1,utterance
shrug,shrug.03,ARG2,listener
shrug_off,shrug.02,ARG0,"ignorer, agent"
shrug_off,shrug.02,ARG1,thing shrugged off
shudder,shudder.01,ARG1,entity shuddering
shudder,shudder.01,ARG2,fixed: at+NP
shuffle,shuffle.01,ARG0,dancer
shuffle,shuffle.02,ARGA,cause of motion
shuffle,shuffle.02,ARG0,entity in motion
shuffle,shuffle.02,ARG1,path
shuffle,shuffle.03,ARG0,"agent, walker"
shuffle,shuffle.03,ARG1,feet
shuffle,shuffle.05,ARG0,dealer
shuffle,shuffle.05,ARG1,cards
shuffle_off,shuffle.04,ARG0,corpse
shuffle_off,shuffle.04,ARG1,this mortal coil
shun,shun.01,ARG0,"avoider, agent"
shun,shun.01,ARG1,thing avoided
shut,shut.01,ARG0,person doing the closing
shut,shut.01,ARG1,thing closing
shut_out,shut.02,ARG0,"agent, excluder"
shut_out,shut.02,ARG1,"patient, thing excluded"
shut_out,shut.02,ARG2,excluded-from
shut_off,shut.03,ARG0,"agent, excluder"
shut_off,shut.03,ARG1,"patient, thing excluded"
shut_off,shut.03,ARG2,excluded-from
shut_off,shut.04,ARG0,"flipper of the switch, agent"
shut_off,shut.04,ARG1,light
shut_down,shut.05,ARG0,Intentional agent
shut_down,shut.05,ARG1,Thing ending
shut_down,shut.05,ARG2,"Explicit instrument, thing ended with"
shut_down,shut.05,ARGM,point at which something ends
shutter,shutter.01,ARG0,"closer, agent"
shutter,shutter.01,ARG1,entity shuttered
shuttle,shuttle.01,ARG0,mover
shuttle,shuttle.01,ARG1,thing moved
shuttle,shuttle.01,ARG2,"one (or both) location(s), start point"
shuttle,shuttle.01,ARG3,"other location, destination"
shuttle_off,shuttle.02,ARG0,agent of motion
shuttle_off,shuttle.02,ARG1,thing moved
shuttle_off,shuttle.02,ARG2,destination
shy_away,shy.01,ARG0,avoider
shy_away,shy.01,ARG1,thing avoided
side,side.01,ARG0,supporter
side,side.01,ARG1,"thing supported, sided with"
side,side.02,ARG0,"construction worker, agent"
side,side.02,ARG1,house
side,side.02,ARG2,siding
sidestep,sidestep.01,ARG0,avoider
sidestep,sidestep.01,ARG1,thing avoided
sidetrack,sidetrack.01,ARG0,"cause of diversion, agent"
sidetrack,sidetrack.01,ARG1,entity diverted
sift,sift.01,ARG0,"filter, discerning agent"
sift,sift.01,ARG1,entity sifted or sifted through
sigh,sigh.01,ARG0,speaker
sigh,sigh.01,ARG1,utterance
sigh,sigh.01,ARG2,hearer
sigh,sigh.02,ARG0,sigh-er
sign,sign.01,ARG0,signer
sign,sign.01,ARG1,document
sign,sign.01,ARG2,signature
sign,sign.02,ARG0,"signer, agreer"
sign,sign.02,ARG1,agreement
sign,sign.02,ARG2,co-signer
sign_up,sign.03,ARG0,"signer, enroller"
sign_up,sign.03,ARG1,patient enrolled
sign_up,sign.03,ARG2,co-signer
sign_up,sign.03,ARG3,signed up for
sign_on,sign.04,ARG0,signer
sign_on,sign.04,ARG1,entity associated with
signal,signal.01,ARG0,shower
signal,signal.01,ARG1,thing seen/shown
signal,signal.01,ARG2,seer
signify,signify.01,ARG0,agent or entity signifying
signify,signify.01,ARG1,entity meant or becoming known
silence,silence.01,ARG0,cause of silence
silence,silence.01,ARG1,entity silenced
silt_up,silt.01,ARG0,"cause of silting (but not the silt itself), agent"
silt_up,silt.01,ARG1,"container, river, harbor, etc."
simmer,simmer.01,ARG0,"cook, agent"
simmer,simmer.01,ARG1,entity simmering
simplify,simplify.01,ARG0,"agent, causer"
simplify,simplify.01,ARG1,entity simplified
simulate,simulate.01,ARG0,"agent, simulator"
simulate,simulate.01,ARG1,"thing simulated, mimicked"
simulate,simulate.01,ARG2,instrumental
sing,sing.01,ARG0,singer
sing,sing.01,ARG1,song
sing,sing.01,ARG2,audience
single_out,single.01,ARG0,picker
single_out,single.01,ARG1,the one
single_out,single.01,ARG2,group?
single_out,single.01,ARG3,attribute
sink,sink.01,ARG0,causer of sinking
sink,sink.01,ARG1,thing sinking
sink,sink.01,ARG2,EXT
sink,sink.01,ARG3,start point
sink,sink.01,ARG4,end point
sink,sink.01,ARG5,instrument
sip,sip.01,ARG0,"drinker, agent"
sip,sip.01,ARG1,drink
sip,sip.01,ARG2,container
siphon,siphon.01,ARG0,conveyor
siphon,siphon.01,ARG1,entity siphoned
siphon,siphon.01,ARG2,siphoned from
siphon_off,siphon.02,ARG0,"conveyor, agent"
siphon_off,siphon.02,ARG1,entity siphoned
siphon_off,siphon.02,ARG2,siphoned from
sit,sit.01,ARG1,thing sitting
sit,sit.01,ARG2,location or position
sit_down,sit.02,ARG1,sitter
sit_up,sit.03,ARG1,sitter
situate,situate.01,ARG0,"cause of situation, agent"
situate,situate.01,ARG1,thing situated
situate,situate.01,ARG2,place
size,size.01,ARG0,"agent, sizer"
size,size.01,ARG1,thing whose size is important
size,size.01,ARG2,"size itself, attribute of arg1"
size_up,size.02,ARG0,evaluator
size_up,size.02,ARG1,evaluated
sizzle,sizzle.01,ARG0,sizzling thing
sketch,sketch.01,ARG0,artist
sketch,sketch.01,ARG1,art
sketch,sketch.01,ARG2,benefactive
sketch_out,sketch.02,ARG0,describer
sketch_out,sketch.02,ARG1,thing described
skew,skew.01,ARG0,causer
skew,skew.01,ARG1,entity skewed
ski,ski.01,ARG0,skier
ski,ski.01,ARG1,"slope, trail"
skid,skid.01,ARG0,causal agent
skid,skid.01,ARG1,thing skidding
skid,skid.02,ARG1,thing in motion
skid,skid.02,ARG2,EXT
skid,skid.02,ARG3,start point
skid,skid.02,ARG4,end point
skim,skim.01,ARG0,thing in motion
skim,skim.01,ARG1,surface of what
skim,skim.02,ARG0,"agent, remover"
skim,skim.02,ARG1,"thing removed, skimmed"
skim,skim.02,ARG2,"top of what, source"
skim_off,skim.03,ARG0,"agent, remover"
skim_off,skim.03,ARG1,"thing removed, skimmed"
skim_off,skim.03,ARG2,"top of what, source"
skimp,skimp.01,ARG0,one using less
skimp,skimp.01,ARG1,entity used
skip,skip.01,ARG0,"omiter, skipper"
skip,skip.01,ARG1,thing skipped
skip,skip.02,ARG0,one in motion
skip_off,skip.03,ARG0,one in motion
skipper,skipper.01,ARG0,skipper
skipper,skipper.01,ARG1,boat
skirmish,skirmish.01,ARG0,first or all combatants
skirmish,skirmish.01,ARG1,"additional combatants, if separate"
skirt,skirt.01,ARG1,entity surrounding
skirt,skirt.01,ARG2,entity surrounded
skirt,skirt.02,ARG0,evader
skirt,skirt.02,ARG1,entity skirted
skyrocket,skyrocket.01,ARG1,"Logical subject, patient, thing rising"
skyrocket,skyrocket.01,ARG2,"EXT, amount risen"
skyrocket,skyrocket.01,ARG3,start point
skyrocket,skyrocket.01,ARG4,end point
skyrocket,skyrocket.01,ARGM,medium
slack_off,slack.01,ARG1,entity becoming less intense
slack_off,slack.01,ARG2,extent
slacken,slacken.01,ARG0,cause of slowing
slacken,slacken.01,ARG1,thing slackened
slam,slam.01,ARG0,thrower
slam,slam.01,ARG1,thing thrown
slam,slam.01,ARG2,"thrown at, to, over, etc"
slam,slam.02,ARG0,"agent, hitter - animate only!"
slam,slam.02,ARG1,thing hit
slam,slam.02,ARG2,"instrument, thing hit by or with"
slap,slap.01,ARG0,"agent, hitter - animate only!"
slap,slap.01,ARG1,thing hit
slap,slap.01,ARG2,"instrument, thing hit by or with"
slash,slash.01,ARG0,cutter
slash,slash.01,ARG1,thing cut
slash,slash.01,ARG2,"medium, source"
slash,slash.01,ARG3,instrument
slash,slash.02,ARG0,cutter
slash,slash.02,ARG1,thing reduced
slash,slash.02,ARG2,amount reduced by
slash,slash.02,ARG3,start point
slash,slash.02,ARG4,end point
slate,slate.01,ARG0,"scheduler, designator"
slate,slate.01,ARG1,entity chosen
slate,slate.01,ARG2,function or time
slaughter,slaughter.01,ARG0,killer
slaughter,slaughter.01,ARG1,corpse(s)
slay,slay.01,ARG0,killer
slay,slay.01,ARG1,corpse
sleep,sleep.01,ARG0,sleeper
sleep,sleep.01,ARG1,cognate object
sleep,sleep.01,ARG2,expected terminus of sleep
sleep,sleep.02,ARG0,agentive partner
sleep,sleep.02,ARG1,prepositional partner
slice,slice.01,ARG0,"cutter, agent"
slice,slice.01,ARG1,entity sliced
slice,slice.01,ARG2,larger piece
slice_up,slice.02,ARG0,"cutter, agent"
slice_up,slice.02,ARG1,entity sliced
slide,slide.01,ARG0,"agent, causer of sliding"
slide,slide.01,ARG1,thing sliding
slide,slide.02,ARG1,"Logical subject, patient, thing falling"
slide,slide.02,ARG2,"EXT, amount fallen"
slide,slide.02,ARG3,start point
slide,slide.02,ARG4,"end point, end state of arg1"
slide,slide.02,ARGM,medium
slim_down,slim.01,ARG0,causer
slim_down,slim.01,ARG1,entity slimming down
slip,slip.01,ARG1,"Logical subject, patient, thing falling"
slip,slip.01,ARG2,"EXT, amount fallen"
slip,slip.01,ARG3,start point
slip,slip.01,ARG4,"end point, end state of arg1"
slip,slip.01,ARGM,medium
slip,slip.02,ARG0,mover
slip,slip.02,ARG1,moved
slip,slip.02,ARG2,destination
slip,slip.03,ARG0,sender
slip,slip.03,ARG1,sent
slip,slip.03,ARG2,sent-to
slip_in,slip.04,ARG0,stealthy includer
slip_in,slip.04,ARG1,stealthy inclusion
slither,slither.01,ARG0,entity slithering
sliver,sliver.01,ARG0,producer
sliver,sliver.01,ARG2,source material
slog,slog.01,ARG0,entity in motion
slog,slog.01,ARG1,obstacle
slope,slope.01,ARG0,entity sloping
slosh,slosh.01,ARG0,spiller
slosh,slosh.01,ARG1,substance
slosh,slosh.01,ARG2,destination
slow,slow.01,ARG0,causer of deceleration
slow,slow.01,ARG1,entity in motion
slow,slow.02,ARG1,"Logical subject, patient, thing declining"
slow,slow.02,ARG3,start point
slow,slow.02,ARG4,end point
slow,slow.02,ARGM,medium
slow_down,slow.03,ARG0,causer of deceleration
slow_down,slow.03,ARG1,entity in motion
slump,slump.01,ARG0,is an agent possible?
slump,slump.01,ARG1,thing slumping
slump,slump.01,ARG2,EXT
slump,slump.01,ARG3,start point
slump,slump.01,ARG4,end point
smack,smack.01,ARG0,entity being suggestive
smack,smack.01,ARG1,entity suggested of
smart,smart.01,ARG1,entity which is experiencing pain
smart,smart.01,ARG2,cause of pain (us. 'at')
smash,smash.01,ARG0,"agent, smasher"
smash,smash.01,ARG1,"patient, smashed"
smash,smash.02,ARG1,thing in motion
smell,smell.01,ARG0,entity with a nose
smell,smell.01,ARG1,stinky thing
smell,smell.02,ARG1,stinky thing
smell,smell.02,ARG2,attribute of arg1
smile,smile.01,ARG0,agent smiling
smile,smile.01,ARG1,cognate object
smile,smile.01,ARG2,smiled at
smoke,smoke.01,ARG0,causer of smoke emission
smoke,smoke.01,ARG1,substance smoking
smoke,smoke.02,ARG0,smoker
smoke,smoke.02,ARG1,cigarettes (etc)
smoke,smoke.03,ARG0,smoker
smoke,smoke.03,ARG1,thing acquiring smoky flavor
smolder,smolder.01,ARG0,entity burning
smooth,smooth.01,ARG0,"agent, entity causing smoothness"
smooth,smooth.01,ARG1,thing becoming smooth
smooth,smooth.01,ARG2,explicit instrument
smooth_out,smooth.02,ARG0,"agent, entity causing smoothness"
smooth_out,smooth.02,ARG1,thing becoming smooth
smooth_out,smooth.02,ARG2,explicit instrument
smooth_over,smooth.03,ARG0,soother
smooth_over,smooth.03,ARG1,"hurts, difficulties"
smother,smother.01,ARG0,cause of difficult breathing
smother,smother.01,ARG1,thing becoming smothered
smother,smother.01,ARG2,"instrument, if agent is also present"
smuggle,smuggle.01,ARG0,thief
smuggle,smuggle.01,ARG1,stolen object
smuggle,smuggle.01,ARG2,stolen-from
smuggle,smuggle.01,ARG3,destination
snag,snag.01,ARG0,capturer
snag,snag.01,ARG1,captured
snag,snag.01,ARG2,"instrument, hook"
snake,snake.01,ARG0,entity in motion
snake,snake.01,ARG1,path
snap,snap.01,ARG0,speaker
snap,snap.01,ARG1,utterance
snap,snap.01,ARG2,hearer
snap,snap.03,ARG0,snapper
snap,snap.03,ARG1,fingers
snap,snap.03,ARG2,at whom/what
snap,snap.04,ARG0,maker of sounds
snap,snap.05,ARG0,breaker
snap,snap.05,ARG1,thing broken
snap,snap.05,ARG2,instrument
snap,snap.05,ARG3,pieces
snap,snap.07,ARG0,mover
snap,snap.07,ARG1,thing in motion
snap,snap.07,ARG2,destination
snap_off,snap.06,ARG0,breaker
snap_off,snap.06,ARG1,piece(s)
snap_off,snap.06,ARG2,whole
snap_up,snap.08,ARG0,"agent, entity acquiring something"
snap_up,snap.08,ARG1,thing acquired
snap_up,snap.08,ARG2,seller
snap_up,snap.08,ARG3,price paid
snap_up,snap.08,ARG4,benefactive
snare,snare.01,ARG0,"catcher, agent"
snare,snare.01,ARG1,captured entity
snare,snare.01,ARG2,explicit mention of snare (usually when metaphorical)
snatch,snatch.01,ARG0,snatched
snatch,snatch.01,ARG1,snatched
snatch,snatch.01,ARG2,source
sneak,sneak.01,ARG0,entity sneaking
sneak,sneak.01,ARG1,destination
sneak,sneak.01,ARG2,source
sneak,sneak.01,ARG3,surreptitious cargo
sneak,sneak.02,ARG0,thief
sneak,sneak.02,ARG1,stolen object
sneak,sneak.02,ARG2,stolen-from
sniff,sniff.01,ARG0,sniffer
sniff,sniff.01,ARG1,thing sniffed
sniff,sniff.02,ARG0,speaker
sniff,sniff.02,ARG1,utterance
sniff,sniff.02,ARG2,listener
sniff_out,sniff.03,ARG0,finder
sniff_out,sniff.03,ARG1,found
snipe,snipe.01,ARG0,sniper
snipe,snipe.01,ARG1,"sniped at, target"
snivel,snivel.01,ARG0,sniveller
snoop,snoop.01,ARG0,nosy entity
snoop,snoop.01,ARG1,private affairs
snore,snore.01,ARG0,snorer
snort,snort.01,ARG0,snorter
snort,snort.01,ARG1,"snort itself, utterance"
snort,snort.02,ARG0,snorter
snort,snort.02,ARG1,substance ingested
snowball,snowball.01,ARG1,thing increased
snowball,snowball.01,ARG2,endstate
snub,snub.01,ARG0,rude entity
snub,snub.01,ARG1,entity snubbed
soak,soak.01,ARG0,causer
soak,soak.01,ARG1,thing getting wet
soak_up,soak.02,ARG0,"absorber, agent"
soak_up,soak.02,ARG1,liquid
soak_up,soak.02,ARG2,"instrument, if separate from agent"
soar,soar.01,ARG1,"Logical subject, patient, thing rising"
soar,soar.01,ARG2,"EXT, amount risen"
soar,soar.01,ARG3,start point
soar,soar.01,ARG4,end point
soar,soar.01,ARGM,medium
soar,soar.02,ARG1,thing flying
sob,sob.01,ARG0,weeper
sober,sober.01,ARG0,causer of sobering
sober,sober.01,ARG1,thing getting sober
sober,sober.01,ARG2,instrument
sober_up,sober.02,ARG0,causer of sobering
sober_up,sober.02,ARG1,thing getting sober
socialize,socialize.01,ARG0,socialite
socialize,socialize.02,ARG0,government
socialize,socialize.02,ARG1,"industry, etc"
sock,sock.01,ARG0,hitter
sock,sock.01,ARG1,hit
sock,sock.01,ARG2,hit with
sock_away,sock.02,ARG0,putter
sock_away,sock.02,ARG1,thing put
sock_away,sock.02,ARG2,put where
soften,soften.01,ARG0,cause of softening
soften,soften.01,ARG1,entity softened
soil,soil.01,ARG0,causer
soil,soil.01,ARG1,entity soiled
solicit,solicit.01,ARG0,solicitor
solicit,solicit.01,ARG1,thing solicited (us. 'bids')
solicit,solicit.01,ARG2,solicited from
solidify,solidify.01,ARG0,cause of solidification
solidify,solidify.01,ARG1,entity made strong
solve,solve.01,ARG0,solver
solve,solve.01,ARG1,the problem
solve,solve.01,ARG2,manner/instrument
soothe,soothe.01,ARG0,causer
soothe,soothe.01,ARG1,entity soothed
sort,sort.01,ARG0,sorter
sort,sort.01,ARG1,thing being sorted
sort,sort.01,ARG2,"order, criterion"
sort_out,sort.02,ARG0,entity trying to understand
sort_out,sort.02,ARG1,subject of confusion
sort_out,sort.02,ARG2,in distinction to
sound,sound.01,ARG1,thing seeming
sound,sound.01,ARG2,attribute of arg1
sound,sound.01,ARG3,viewer
sound,sound.02,ARG0,entity making the sound
sound,sound.02,ARG1,the sound
sour,sour.01,ARG0,"agent, entity causing sourness"
sour,sour.01,ARG1,thing becoming sour
sour,sour.01,ARG2,'benefactive'
sow,sow.01,ARG0,"farmer, sower"
sow,sow.01,ARG1,"seed, entity sowed"
span,span.01,ARG0,thing extending
span,span.01,ARG1,entity spanned
spar,spar.01,ARG0,agent fighting
spar,spar.01,ARG1,other person fighting
spare,spare.01,ARG0,savior
spare,spare.01,ARG1,entity spared
spare,spare.01,ARG2,entity spared from
spare,spare.02,ARG0,agent able to do without
spare,spare.02,ARG1,entity spared
spark,spark.01,ARG0,"cause of starting, agent"
spark,spark.01,ARG1,thing beginning
spark,spark.01,ARG2,"instrument, if agent is also present"
spawn,spawn.01,ARG0,causer
spawn,spawn.01,ARG1,thing spawned
speak,speak.01,ARG0,talker
speak,speak.01,ARG1,subject
speak,speak.01,ARG2,hearer
speak_up,speak.02,ARG0,speaker
speak_out,speak.03,ARG0,speaker
speak_out,speak.03,ARG1,topic
spearhead,spearhead.01,ARG0,leader
spearhead,spearhead.01,ARG1,thing led
specialize,specialize.01,ARG0,specialist
specialize,specialize.01,ARG1,speciality
specify,specify.01,ARG0,"decider, specifier"
specify,specify.01,ARG1,thing specified
speculate,speculate.01,ARG0,speculator
speculate,speculate.01,ARG1,thing speculated (on)
speed,speed.01,ARG0,causer of fast motion
speed,speed.01,ARG1,entity in motion
speed_up,speed.02,ARG0,causer of fast motion
speed_up,speed.02,ARG1,entity in motion
spell,spell.01,ARG0,speller
spell,spell.01,ARG1,word
spell,spell.01,ARG2,spelling
spell,spell.02,ARG0,theme
spell,spell.02,ARG1,explanation
spell_out,spell.03,ARG0,thing explaining
spell_out,spell.03,ARG1,thing explained
spend,spend.01,ARG0,"spender, buyer"
spend,spend.01,ARG1,"thing bought, commodity"
spend,spend.01,ARG2,seller
spend,spend.01,ARG3,"price paid, money"
spend,spend.01,ARG4,benefactive
spend,spend.02,ARG0,"bider, waiter"
spend,spend.02,ARG1,unit of time
spend,spend.02,ARG2,activity
spew,spew.01,ARG0,causer of flow
spew,spew.01,ARG1,entity coming out
spew,spew.01,ARG2,direction
spike,spike.01,ARG0,killer
spike,spike.01,ARG1,corpse
spill,spill.01,ARG0,entity splilling
spill,spill.01,ARG1,entity spilled
spill,spill.01,ARG2,location/direction
spill_over,spill.02,ARG1,entity spilled over
spill_over,spill.02,ARG2,location/direction
spill_out,spill.03,ARG1,entity spilled out
spill_out,spill.03,ARG2,location/direction
spin,spin.01,ARG0,causative agent
spin,spin.01,ARG1,thing spinning
spin,spin.03,ARG0,storyteller
spin,spin.03,ARG1,story
spin,spin.04,ARG0,creator
spin,spin.04,ARG1,creation
spin,spin.04,ARG2,raw material
spin_off,spin.02,ARG0,creator
spin_off,spin.02,ARG1,thing created
spin_off,spin.02,ARG2,source
spin_off,spin.02,ARG3,benefactive
spin_off,spin.02,ARG4,"attribute, secondary predication"
spiral,spiral.01,ARG0,mover
spiral,spiral.01,ARG1,moved
spiral,spiral.01,ARG2,destination
spirit,spirit.01,ARG1,entity with high spirits
spit,spit.01,ARG0,spitter
spit,spit.01,ARG1,explicit mention of saliva
spit,spit.01,ARG2,spat-on
splash,splash.01,ARG0,splasher
splash,splash.01,ARG1,water
splash,splash.01,ARG2,splashed
split,split.01,ARG0,entity causing separation
split,split.01,ARG1,thing being divided
split,split.01,ARG2,"divided among/between, if separate from arg0"
split,split.02,ARG0,entity leaving
split,split.02,ARG1,place left
spoil,spoil.01,ARG0,causer
spoil,spoil.01,ARG1,entity decaying
sponsor,sponsor.01,ARG0,sponsor
sponsor,sponsor.01,ARG1,thing sponsored
spook,spook.01,ARG0,cause of fright
spook,spook.01,ARG1,scared entity
spook,spook.01,ARG2,"instrument, if arg0 is also present"
sport,sport.01,ARG0,wearer
sport,sport.01,ARG1,clothing
sport,sport.02,ARG0,sporter
sport,sport.02,ARG1,victim
spot,spot.01,ARG0,finder
spot,spot.01,ARG1,thing found
spot,spot.01,ARG2,"benefactive, found for"
spot,spot.01,ARG3,attribute
spot,spot.02,ARG0,painter
spot,spot.02,ARG1,canvas
spot,spot.02,ARG2,paint
spotlight,spotlight.01,ARG0,entity throwing the spotlight on something
spotlight,spotlight.01,ARG1,entity spotlighted
spout,spout.01,ARG0,spouter
spout,spout.01,ARG1,liquid
sprawl,sprawl.01,ARG0,causer
sprawl,sprawl.01,ARG1,thing in sprawling mode
sprawl,sprawl.01,ARG2,location
spray,spray.01,ARG0,applier
spray,spray.01,ARG1,liquid
spray,spray.01,ARG2,surface
spread,spread.01,ARG0,"applier, intentional agent"
spread,spread.01,ARG1,substance
spread,spread.01,ARG2,surface
spread,spread.01,ARG3,"instrument, brush"
spread,spread.02,ARG1,substance
spread,spread.02,ARGM,diretion or location or extent
spread,spread.03,ARG0,"distributor, agent"
spread,spread.03,ARG1,things distributed
spring,spring.01,ARG1,entity springing
spring,spring.01,ARG2,springing from/to
spring_up,spring.02,ARG1,entity springing up
sprinkle,sprinkle.01,ARG0,"agent, sprinkler"
sprinkle,sprinkle.01,ARG1,liquid
sprinkle,sprinkle.01,ARG2,sprinkled-upon
sprout,sprout.01,ARG0,farmer
sprout,sprout.01,ARG1,plant
sprout,sprout.01,ARG2,field
spruce_up,spruce.01,ARG0,cleaner
spruce_up,spruce.01,ARG1,thing made tidy
spur,spur.01,ARG0,"cause of increase, agent"
spur,spur.01,ARG1,thing increasing
spur,spur.01,ARG2,"instrument, if agent is also present"
spurn,spurn.01,ARG0,rejecter
spurn,spurn.01,ARG1,thing rejected
spurt,spurt.01,ARG1,liquid
spurt,spurt.01,ARG2,source
spurt,spurt.02,ARG1,thing in motion
spurt,spurt.02,ARG2,EXT
spurt,spurt.02,ARG3,start point
spurt,spurt.02,ARG4,end point
sputter,sputter.01,ARG0,maker of sounds
spy,spy.01,ARG0,secret agent
spy,spy.01,ARG1,entity spied/seen
squander,squander.01,ARG0,"wasteful one, agent"
squander,squander.01,ARG1,entity squandered
square,square.01,ARG0,"cause of rightness, agent"
square,square.01,ARG1,thing being set to rights
square,square.02,ARG0,mathematician
square,square.02,ARG1,number
square,square.02,ARG2,result
square_off,square.03,ARG0,causal agent
square_off,square.03,ARG1,competitor
square_off,square.03,ARG2,opponent
square_off,square.03,ARG3,prize
squat,squat.01,ARG1,"thing sitting, squatting"
squat,squat.01,ARG2,location
squat,squat.02,ARG0,occupier
squat,squat.02,ARG1,occupied
squeak,squeak.01,ARG0,causal agent
squeak,squeak.01,ARG1,entity squeaking
squeegee,squeegee.01,ARG0,squeegeer
squeegee,squeegee.01,ARG1,squeegeed
squeeze,squeeze.01,ARG0,squeezer
squeeze,squeeze.01,ARG1,squozen
squeeze,squeeze.02,ARG0,squeezer
squeeze,squeeze.02,ARG1,extracted material
squeeze,squeeze.02,ARG2,source or destination
squeeze,squeeze.03,ARG0,Agent
squeeze,squeeze.03,ARG1,"Logical subject, patient, thing falling"
squeeze,squeeze.03,ARG2,"EXT, amount fallen"
squeeze,squeeze.03,ARG3,Start point
squeeze,squeeze.03,ARG4,"End point, end state of arg1"
squelch,squelch.01,ARG0,"squelcher, agent"
squelch,squelch.01,ARG1,thing squelched
squint,squint.01,ARG0,looker
squint,squint.01,ARG1,looked at
squirm,squirm.01,ARG0,squirmer
squirm,squirm.01,ARG1,path
stab,stab.01,ARG0,stabber
stab,stab.01,ARG1,thing stabbed
stab,stab.01,ARG2,sharp object
stab,stab.01,ARG3,specific location of wound or end result of stabbing
stabilize,stabilize.01,ARG0,"cause of stability, agent"
stabilize,stabilize.01,ARG1,thing stabilized
stabilize,stabilize.01,ARG2,stabilized at
stack,stack.01,ARG0,stacker
stack,stack.01,ARG1,one thing
stack,stack.01,ARG2,the other
stack_up,stack.02,ARG1,thing existing
stack_up,stack.03,ARG0,stacker
stack_up,stack.03,ARG1,thing(s) being stacked
staff,staff.01,ARG0,"agentive staffer, employment agency"
staff,staff.01,ARG1,workplace
staff,staff.01,ARG2,"staff, workers"
stage,stage.01,ARG0,performer
stage,stage.01,ARG1,performance
stagger,stagger.01,ARG1,thing in motion
stagger,stagger.02,ARG0,causer of reaction
stagger,stagger.02,ARG1,"thing reacting, staggering"
stagnate,stagnate.01,ARG1,thing stagnating
stain,stain.01,ARG0,causer
stain,stain.01,ARG1,entity stained
stake,stake.01,ARG0,better
stake,stake.01,ARG1,amount of bet
stake,stake.01,ARG2,"basis, proposition, bet-on"
stake_out,stake.02,ARG0,"claimer, asserter"
stake_out,stake.02,ARG1,"thing claimed, asserted"
stake_out,stake.02,ARG2,"benefactive, claimed/asserted for"
stake_out,stake.02,ARG3,secondary predication
stalk,stalk.01,ARG0,walker
stalk,stalk.02,ARG0,thing following
stalk,stalk.02,ARG1,thing followed
stall,stall.01,ARG0,staller
stall,stall.01,ARG1,thing stalled
stall_out,stall.02,ARG0,staller
stall_out,stall.02,ARG1,thing stalled
stamp,stamp.01,ARG0,"imprinter, agent"
stamp,stamp.01,ARG1,thing stamped
stamp,stamp.01,ARG2,"design, seal"
stamp,stamp.02,ARG0,assigner of attribute
stamp,stamp.02,ARG1,entity stamped
stamp,stamp.02,ARG2,attribute on arg1
stamp,stamp.04,ARG0,"agent, footstomper"
stamp,stamp.04,ARG1,feet
rubber_stamp,stamp.03,ARG0,"approver, agent"
rubber_stamp,stamp.03,ARG1,thing rubber-stamped
stampede,stampede.01,ARG0,causal agent
stampede,stampede.01,ARG1,"entity stampeding, in motion"
stampede,stampede.01,ARG2,"stampeded into, path or direction"
